City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
309,Namwala,ZM,-15.7504,26.4384,63.82,99,96,2.82,moderate rain
310,Nouadhibou,MR,20.931,-17.0347,69.78,64,0,13.8,clear sky
311,Talnakh,RU,69.4865,88.3972,-5.8,78,100,3.11,overcast clouds
312,Noumea,NC,-22.2763,166.4572,84.0,99,44,11.36,scattered clouds
313,Mamallapuram,IN,12.6264,80.1722,75.25,71,15,3.78,few clouds
314,Esperance,AU,-33.8667,121.9,64.51,59,6,11.97,clear sky
315,Brumadinho,BR,-20.1433,-44.1997,70.32,93,92,2.35,moderate rain
316,Quballat,TN,36.5418,9.6633,50.25,44,23,5.19,few clouds
317,Prainha,BR,-1.8,-53.48,74.44,94,99,1.72,overcast clouds
318,Hata,IN,26.7461,83.7403,51.94,80,1,4.0,clear sky
319,Madawaska,US,47.3561,-68.3288,32.72,86,100,8.99,overcast clouds
320,Broome,US,42.2506,-75.833,42.85,82,100,3.44,overcast clouds
321,Unai,BR,-16.3575,-46.9061,71.38,87,93,1.59,overcast clouds
322,Tateyama,JP,34.9833,139.8667,49.1,55,11,9.53,few clouds
323,Birjand,IR,32.8663,59.2211,23.47,63,0,11.5,clear sky
324,Zomba,MW,-15.386,35.3188,63.19,95,3,2.17,clear sky
325,Lawrenceburg,US,38.0373,-84.8966,54.18,97,20,4.61,few clouds
326,Bulancak,TR,40.9372,38.2291,40.82,87,0,1.14,clear sky
327,Salym,RU,60.0625,71.4789,-10.07,97,96,6.02,overcast clouds
328,Manbij,SY,36.5281,37.9549,41.99,47,6,6.38,clear sky
329,Faanui,PF,-16.4833,-151.75,80.69,75,62,13.98,broken clouds
330,Santa Fe,AR,-31.6333,-60.7,73.99,86,26,3.0,light rain
331,Muravlenko,RU,63.7898,74.523,-23.85,99,91,6.53,overcast clouds
332,Teya,RU,60.3778,92.6267,8.56,97,100,2.46,light snow
333,Kununurra,AU,-15.7667,128.7333,76.98,94,75,9.22,broken clouds
334,Khatanga,RU,71.9667,102.5,-17.34,97,78,10.56,broken clouds
335,Ghanzi,BW,-21.5667,21.7833,71.28,69,20,5.91,light rain
336,Kawalu,ID,-7.3817,108.2082,73.9,87,100,1.25,overcast clouds
337,Olavarria,AR,-36.8927,-60.3225,61.75,95,100,8.99,overcast clouds
338,Serebryanyy Bor,RU,56.8,124.8,-3.8,93,100,12.86,overcast clouds
339,Pochutla,MX,15.7432,-96.4661,82.22,76,51,4.34,broken clouds
340,Klyuchi,RU,52.2667,79.1667,-2.94,100,99,4.56,overcast clouds
341,Kaoma,ZM,-14.7833,24.8,64.36,98,99,6.93,moderate rain
342,Kim,TJ,40.208,70.4688,31.82,65,70,3.15,broken clouds
343,Olgina,EE,59.3953,28.1253,31.53,77,9,14.32,clear sky
344,Devils Lake,US,48.1128,-98.8651,8.94,90,100,12.66,overcast clouds
345,Maungaturoto,NZ,-36.1,174.3667,70.03,57,100,14.38,overcast clouds
346,Yeppoon,AU,-23.1333,150.7333,83.98,62,30,12.95,scattered clouds
